mnc,year,empty,sector,upe_code,upe_name,upe_region,upe_tax_haven,upe_lat,upe_lon,upe_fj,jur_code,jur_name,jur_region,jur_tax_haven,jur_lat,jur_lon,profit_before_tax,tax_accrued,tax_paid,employees,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,tangible_assets,total_revenues,currency
ENEL,2019,FALSE,Utilities,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,NLD,Netherlands,Europe,TRUE,52.5,5.75,158600000,NA,8199999.999999999,16,NA,NA,NA,NA,NA,110100000,EUR
ENEL,2019,FALSE,Utilities,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MEX,Mexico,North America,FALSE,23,-102,-121900000,NA,82600000,308,NA,NA,NA,NA,NA,765500000,EUR
ENEL,2019,FALSE,Utilities,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,GTM,Guatemala,North America,FALSE,15.5,-90.25,7000000,NA,2000000,86.7,NA,NA,NA,NA,NA,56700000,EUR
ENEL,2019,FALSE,Utilities,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CRI,Costa Rica,North America,FALSE,10,-84,-4700000,NA,3200000,39,NA,NA,NA,NA,NA,21000000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,AUT,Austria,Europe,FALSE,47.3333,13.3333,42256000,7302000,9140000,129,861123000,374659000,132278000,86950000,130083000,1235782000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,BEL,Belgium,Europe,TRUE,50.8333,4,296941000,127080000,93455000,236,601440000,1032976000,1662114000,116598000,3120000,1634416000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CYP,Cyprus,Asia,TRUE,35,33,-8576000,NA,NA,34,7796000,3000,568002000,-307041000,15907000,7799000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,-274000,93000,88000,15,5929000,NA,NA,NA,715000,5929000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,DNK,Denmark,Europe,FALSE,56,10,278000,61000,60000,2,NA,642000,NA,NA,NA,642000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,FRA,France,Europe,FALSE,46,2,21251000,13181000,7345000,760,3362745000,826380000,268661000,1846000,347744000,4189125000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,DEU,Germany,Europe,FALSE,51,9,58052000,19811000,37876000,534,1867861000,266645000,94145000,45583000,389328000,2134506000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,GRC,Greece,Europe,FALSE,39,22,13037000,3343000,3003000,102,702000,241504000,19182000,9211000,1821000,242206000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,GRL,Greenland,North America,FALSE,72,-40,-206000,NA,NA,NA,13000,21000,NA,NA,NA,34000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,HUN,Hungary,Europe,FALSE,47,20,-9314000,44000,55000,159,146065000,6321000,24877000,-15997000,37901000,152386000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,IRL,Ireland,Europe,TRUE,53,-8,72594000,9348000,14970000,16,10808000,86355000,500000000,83947000,NA,97163000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,UPE,ITA,Italy,Europe,FALSE,42.8333,12.8333,-3472729000,63539000,57810000,21558,26460043000,13733625000,19960671000,26346292000,13742086000,40193668000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,JEY,Jersey,Europe,TRUE,49.21,-2.13,16246000,NA,NA,NA,9755000,10342000,26955000,16246000,8291000,20097000,EUR
ENI,2019,TRUE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MLT,Malta,Europe,TRUE,35.8333,14.5833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MNE,Montenegro,Europe,FALSE,42,19,-3472000,NA,NA,11,63000,NA,NA,NA,2573000,63000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,NLD,Netherlands,Europe,TRUE,52.5,5.75,-271851000,10388000,10120000,68,1432337000,43018000,48993316000,12847815000,35511000,1475355000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,POL,Poland,Europe,FALSE,52,20,766000,4000,179000,5,1948000,1272000,NA,NA,335000,3220000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,PRT,Portugal,Europe,FALSE,39.5,-8,-1833000,NA,NA,NA,78000,3328000,NA,NA,NA,3406000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ROU,Romania,Europe,FALSE,46,25,36000,47000,59000,12,1998000,366000,NA,NA,511000,2364000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,SVK,Slovakia,Europe,FALSE,48.6667,19.5,-233000,4000,NA,5,978000,NA,NA,NA,5000,978000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,SVN,Slovenia,Europe,FALSE,46,15,4179000,646000,607000,36,39971000,NA,12957000,16764000,1750000,39971000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ESP,Spain,Europe,FALSE,40,-4,2547000,626000,710000,98,380694000,17664000,17299000,1492000,16844000,398358000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,SWE,Sweden,Europe,FALSE,62,15,349000,76000,96000,1,1541000,360000,NA,NA,374000,1901000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CHE,Switzerland,Europe,TRUE,47,8,34019000,6674000,5055000,82,832022000,25182000,99691000,33445000,84072000,857204000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,TUR,Turkey,Asia,FALSE,39,35,9203000,98000,112000,10,6687000,7997000,3000,337000,24658000,14684000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,UKR,Ukraine,Europe,FALSE,49,32,-671000,NA,NA,7,46000,16000,2484000,-2389000,4000,62000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,347141000,106588000,160871000,982,17796511000,13080067000,5511380000,2508035000,1969338000,30876578000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,DZA,Algeria,Africa,FALSE,28,3,693048000,596425000,590668000,763,699172000,692260000,13000,NA,3312786000,1391432000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,AGO,Angola,Africa,FALSE,-12.5,18.5,534269000,256244000,221298000,368,320189000,2052045000,NA,NA,4579000000,2372234000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,COG,Congo,Africa,FALSE,-1,15,-363223000,294406000,243499000,515,476742000,991636000,408231000,-1216711000,3363248000,1468378000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,COD,Democratic Republic of the Congo,Africa,FALSE,0,25,-188000,NA,NA,NA,2000,NA,850000,-1537000,NA,2000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,EGY,Egypt,Africa,FALSE,27,30,1924646000,536231000,602584000,2959,3761803000,9130000,16000,304000,8570697000,3770933000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,GAB,Gabon,Africa,FALSE,-1,11.75,-12308000,NA,NA,14,3477000,36671000,14466000,-77432000,11118000,40148000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,GHA,Ghana,Africa,FALSE,8,-2,202524000,NA,NA,197,321257000,515334000,13445000,-40567000,2109037000,836591000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CIV,Côte d'Ivoire,Africa,FALSE,8,-5,-11223000,NA,NA,4,75000,NA,NA,NA,297000,75000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,KEN,Kenya,Africa,FALSE,1,38,-2990000,NA,NA,9,418000,10000,NA,NA,1268000,428000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,LBY,Libya,Africa,FALSE,25,17,2240028000,2043244000,1988788000,4385,4035115000,416294000,NA,NA,3514497000,4451409000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MAR,Morocco,Africa,FALSE,32,-5,-2581000,NA,NA,2,4184000,4000,NA,NA,60000,4188000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MOZ,Mozambique,Africa,FALSE,-18.25,35,-22172000,NA,NA,171,34087000,16233000,NA,NA,644633000,50320000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,NGA,Nigeria,Africa,FALSE,10,8,143452000,199110000,155518000,1172,374093000,1217350000,2596000,2226126000,2373891000,1591443000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ZAF,South Africa,Africa,FALSE,-29,24,-9879000,NA,NA,6,9045000,6000,NA,NA,1108000,9051000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,TUN,Tunisia,Africa,FALSE,34,9,7442000,94642000,96508000,526,103779000,58786000,91000,9000,249856000,162565000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,AUS,Australia,Asia,FALSE,-27,133,35042000,24813000,29987000,88,249284000,26151000,130297000,-132739000,823599000,275435000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,BHR,Bahrain,Asia,TRUE,26,50.55,-3288000,NA,NA,1,10000,NA,NA,NA,3382000,10000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CHN,China,Asia,FALSE,35,105,-19343000,5000,381000,62,77997000,5220000,5161000,-12466000,9335000,83217000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,IND,India,Asia,FALSE,20,77,-16740000,52000,NA,4,247000,310000,236000,-270000,16000,557000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,IDN,Indonesia,Asia,FALSE,-5,120,159401000,35432000,4409000,322,336400000,255402000,NA,NA,1291452000,591802000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,IRN,Iran,Asia,FALSE,32,53,-1768000,26000,26000,NA,6631000,400000,NA,NA,NA,7031000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,IRQ,Iraq,Asia,FALSE,33,44,95362000,34611000,30789000,517,1622000,518034000,NA,NA,717676000,519656000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,KAZ,Kazakhstan,Asia,FALSE,48,68,900360000,177897000,172235000,1617,804557000,1203546000,17794000,-1959000,11041216000,2008103000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,LBN,Lebanon,Asia,TRUE,33.8333,35.8333,-9546000,NA,NA,NA,725000,56000,NA,NA,4306000,781000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MMR,Myanmar,Asia,FALSE,22,98,-8673000,NA,NA,37,92000,28000,NA,NA,8694000,120000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,OMN,Oman,Asia,FALSE,21,57,-14511000,NA,NA,22,2788000,1000,NA,NA,5742000,2789000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,PAK,Pakistan,Asia,FALSE,30,70,12510000,1617000,6175000,310,124728000,19984000,785000,-206000,102777000,144712000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,RUS,Russia,Europe,FALSE,60,100,39625000,329000,405000,69,68191000,58133000,32058000,-26087000,289447000,126324000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,SAU,Saudi Arabia,Asia,FALSE,25,45,NA,NA,6629000,NA,194552000,NA,NA,NA,NA,194552000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,18623000,2484000,-1432000,37,1381312000,262609000,54000,-306000,818000,1643921000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,TLS,Timor-Leste,Asia,FALSE,-8.55,125.5167,-675000,NA,NA,3,2000,NA,NA,NA,39000,2000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,TKM,Turkmenistan,Asia,FALSE,40,60,34965000,4310000,10062000,983,129535000,1737000,NA,NA,497225000,131272000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ARE,United Arab Emirates,Asia,FALSE,24,54,620705000,573195000,468771000,104,10720000,1118391000,NA,NA,1465675000,1129111000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,VNM,Viet Nam,Asia,FALSE,16,106,-7829000,NA,NA,42,5493000,5000,NA,NA,25421000,5498000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ARG,Argentina,South America,FALSE,-34,-64,-909000,-642000,1586000,3,8000,2686000,10835000,-7056000,NA,2694000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,BHS,Bahamas,North America,TRUE,24.25,-76,NA,NA,NA,NA,NA,NA,2000,NA,NA,NA,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,BMU,Bermuda,North America,TRUE,32.3333,-64.75,75000,NA,NA,NA,NA,176000,38989000,366262000,NA,176000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,BRA,Brazil,South America,FALSE,-10,-55,111000,NA,NA,NA,17000,NA,361044000,-360980000,NA,17000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,VGB,Virgin Islands (British),North America,TRUE,18.5,-64.5,NA,NA,NA,NA,NA,NA,45000,-807812000,NA,NA,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CAN,Canada,North America,FALSE,60,-95,NA,NA,NA,NA,NA,NA,2370050000,-1444964000,NA,NA,EUR
ENI,2019,TRUE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CYM,Cayman Islands,North America,TRUE,19.5,-80.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ECU,Ecuador,South America,FALSE,-2,-77.5,16980000,4072000,3971000,488,112170000,6991000,197000,31059000,28059000,119161000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,MEX,Mexico,North America,FALSE,23,-102,-37786000,16000,NA,186,114216000,1920000,NA,-138064000,788441000,116136000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,USA,United States of America,North America,FALSE,38,-97,44182000,10591000,12906000,365,3044595000,1059209000,3763329000,-2615317000,3299052000,4103804000,EUR
ENI,2019,FALSE,Mining & Extraction,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,VEN,Venezuela,South America,FALSE,8,-66,-115842000,28701000,NA,132,42042000,101869000,55445000,-6186000,99325000,143911000,EUR
ESPRINET,2019,FALSE,Business Services,ITA,Italy,Europe,FALSE,42.8333,12.8333,UPE,ITA,Italy,Europe,FALSE,42.8333,12.8333,11073924,3178698,1864625,818,NA,50329165,23696991,276971396,9245781,2565864407,EUR
ESPRINET,2019,FALSE,Business Services,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ESP,Spain,Europe,FALSE,40,-4,11305402,1747124,1371215,486,NA,25820334,149485306,9779446,2652250,1410768133,EUR
ESPRINET,2019,FALSE,Business Services,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,PRT,Portugal,Europe,FALSE,39.5,-8,-702880,4309,2876,12,NA,28048,518122,NA,3941,35869416,EUR
ESPRINET,2019,FALSE,Business Services,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,FIN,Finland,Europe,FALSE,64,26,-13627,NA,NA,NA,NA,NA,2500,79109,NA,NA,EUR
ESPRINET,2019,FALSE,Business Services,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CHN,China,Asia,FALSE,35,105,75056,12384,NA,3,NA,NA,1317,189489,299,1125462,EUR
ESPRINET,2019,FALSE,Business Services,ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,DEU,Germany,Europe,FALSE,51,9,-466986,NA,NA,1,NA,NA,-276006,NA,NA,505769,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,DEU,Germany,Europe,FALSE,51,9,5210000,1210000,1240000,1030,48500000,0,NA,NA,90000,48500000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,SAU,Saudi Arabia,Asia,FALSE,25,45,-4650000,-0,-0,418,17440000,360000,NA,NA,1910000,17800000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,AUS,Australia,Asia,FALSE,-27,133,-84830000,-0,-0,9183,1516510000,5460000,NA,NA,104510000,1521970000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,BRA,Brazil,South America,FALSE,-10,-55,670000,240000,520000,2,1070000,0,NA,NA,0,1070000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,CAN,Canada,North America,FALSE,60,-95,326960000,7400000,7210000,730,459140000,2370000,NA,NA,14810000,461510000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,CHL,Chile,South America,FALSE,-30,-71,21710000,16800000,11700000,3920,272280000,960000,NA,NA,78270000,273240000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,COL,Colombia,South America,FALSE,4,-72,16320000,3970000,-0,150,111290000,0,NA,NA,5080000,111290000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,ARE,United Arab Emirates,Asia,FALSE,24,54,160000,-0,-0,1,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,SVK,Slovakia,Europe,FALSE,48.6667,19.5,590000,690000,-0,240,286070000,40000,NA,NA,10220000,286110000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,UPE,ESP,Spain,Europe,FALSE,40,-4,647290000,19800000,15620000,36732,3520110000,248910000,NA,NA,1431420000,3769020000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,USA,United States of America,North America,FALSE,38,-97,-357800000,10150000,-3420000,5465,2328220000,9520000,NA,NA,6008130000,2337740000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,FRA,France,Europe,FALSE,46,2,10060000,3090000,100000,46,67600000,0,NA,NA,530000,67600000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,GRC,Greece,Europe,FALSE,39,22,0,-0,-0,0,0,0,NA,NA,10000,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,IND,India,Asia,FALSE,20,77,-170000,-0,-0,0,10000,0,NA,NA,0,10000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,IRL,Ireland,Europe,TRUE,53,-8,18180000,1540000,2190000,4,90000,20280000,NA,NA,0,20370000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MUS,Mauritius,Africa,TRUE,-20.2833,57.55,0,-0,-0,0,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,ITA,Italy,Europe,FALSE,42.8333,12.8333,-80000,-0,-0,2,310000,0,NA,NA,0,310000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,LUX,Luxembourg,Europe,TRUE,49.75,6.1667,2490000,-60000,-0,0,3090000,20000,NA,NA,0,3110000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,LTU,Lithuania,Europe,FALSE,56,24,-17950000,-0,-0,45,35410000,0,NA,NA,2430000,35410000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MYS,Malaysia,Asia,FALSE,2.5,112.5,0,-0,-0,0,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MAR,Morocco,Africa,FALSE,32,-5,2250000,-0,-0,1,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,MEX,Mexico,North America,FALSE,23,-102,0,-0,-0,0,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,NZL,New Zealand,Asia,FALSE,-41,174,-770000,-340000,-0,1436,257670000.00000003,0,NA,NA,9340000,257670000.00000003,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,OMN,Oman,Asia,FALSE,21,57,3190000,-0,-0,27,1590000,120000,NA,NA,0,1710000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,NLD,Netherlands,Europe,TRUE,52.5,5.75,-265120000,-0,1400000,16,158580000,30020000,NA,NA,0,188600000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PER,Peru,South America,FALSE,-10,-76,-2800000,-0,40000,8,10000,0,NA,NA,140000,10000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,POL,Poland,Europe,FALSE,52,20,85870000,39010000,13600000,6292,1738960000,550000,NA,NA,582400000,1739510000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PRT,Portugal,Europe,FALSE,39.5,-8,-27340000,1950000,470000,1810,145310000,1370000,NA,NA,312070000,146680000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,PRI,Puerto Rico,North America,TRUE,18.25,-66.5,1450000,320000,-150000,197,43510000,520000,NA,NA,2750000,44030000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,DOM,Dominican Republic,North America,FALSE,19,-70.6667,0,-0,-0,0,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,QAT,Qatar,Asia,FALSE,25.5,51.25,140000,-30000,40000,0,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,GBR,United Kingdom,Europe,FALSE,54,-2,-934250000,3190000,-1670000,14937,3181090000,19540000,NA,NA,136960000,3200630000,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,SGP,Singapore,Asia,TRUE,1.3667,103.8,0,-0,-0,0,0,0,NA,NA,0,0,EUR
FERROVIAL,2019,FALSE,Construction,ESP,Spain,Europe,FALSE,40,-4,FJ,TUN,Tunisia,Africa,FALSE,34,9,-20000,-0,-0,1,0,0,NA,NA,0,0,EUR
FERROVIE DELLO STATO ITALIANE,2019,FALSE,"Transport, Freight & Storage",ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,DZA,Algeria,Africa,FALSE,28,3,539348.26,188527.74,188527.74,120.16,5696097.26,0,NA,NA,0,5696097.26,EUR
FERROVIE DELLO STATO ITALIANE,2019,FALSE,"Transport, Freight & Storage",ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,ARG,Argentina,South America,FALSE,-34,-64,571485.74,231024.02,832841.28,1.61,1222337.12,0,NA,NA,0,1222337.12,EUR
FERROVIE DELLO STATO ITALIANE,2019,FALSE,"Transport, Freight & Storage",ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,AUS,Australia,Asia,FALSE,-27,133,-18275.09,0,0,0,0,0,NA,NA,0,0,EUR
FERROVIE DELLO STATO ITALIANE,2019,FALSE,"Transport, Freight & Storage",ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,AUT,Austria,Europe,FALSE,47.3333,13.3333,603797.73,0,0,0,5273516.06,7365695.72,NA,NA,8566061.12,12639211.78,EUR
FERROVIE DELLO STATO ITALIANE,2019,FALSE,"Transport, Freight & Storage",ITA,Italy,Europe,FALSE,42.8333,12.8333,FJ,CZE,Czechia,Europe,FALSE,49.75,15.5,-207089.96,-610825.03,0,58.5,5354918.79,5533.99,NA,NA,126896.59,5360452.78,EUR
